1bd9ddd50414715d10079b7f1d021fc7ec46c34a
Using arguments Cli { command: Build(BuildArgs { model_type: Regressor(RegressorArgs { labels: None, params: GenericBuildParams { degree: 3, num_coefficients: 4, hidden_layer_sizes: Some([2]), training_parameters: TrainArgs { data_file: "/tmp/tmp.YXQmh52ehB.json", num_epochs: 500, knot_update_interval: 100, knot_adaptivity: 0.1, learning_rate: 0.001, knot_extension_targets: Some([10, 20, 50]), knot_extension_times: Some([50, 100, 250]), validate_each_epoch: true, validation_split: 0.2, model_output_file: None, no_save: true } } }) }), log_output: true, num_threads: None }
Thread count not specified. Using 16 threads
Loading regression data from file: "/tmp/tmp.YXQmh52ehB.json"
creating validation set
Data loaded. Training: 80000, Validation: 20000
2024-07-30 19:48:47.415850809 +00:00 Epoch 432: Training Loss: 0.03659461056591977, Validation Loss: 0.03399631349711183
2024-07-30 19:48:48.141880234 +00:00 Epoch 433: Training Loss: 0.036511078648899194, Validation Loss: 0.0339159050338416
2024-07-30 19:48:48.861561637 +00:00 Epoch 434: Training Loss: 0.03642789836618188, Validation Loss: 0.03383577691935065
2024-07-30 19:48:49.580661950 +00:00 Epoch 435: Training Loss: 0.03634508419203085, Validation Loss: 0.03375593950150143
2024-07-30 19:48:50.300187102 +00:00 Epoch 436: Training Loss: 0.036262668378115995, Validation Loss: 0.033676413467980594
2024-07-30 19:48:51.016892338 +00:00 Epoch 437: Training Loss: 0.03618062781351334, Validation Loss: 0.03359728234708133
2024-07-30 19:48:51.735769190 +00:00 Epoch 438: Training Loss: 0.03609896033563918, Validation Loss: 0.03351844847831041
2024-07-30 19:48:52.455929872 +00:00 Epoch 439: Training Loss: 0.03601766125426487, Validation Loss: 0.03343991193732514
2024-07-30 19:48:53.175187959 +00:00 Epoch 440: Training Loss: 0.03593673021929656, Validation Loss: 0.03336161163907874
2024-07-30 19:48:53.894745814 +00:00 Epoch 441: Training Loss: 0.03585619370024683, Validation Loss: 0.03328354823298877
2024-07-30 19:48:54.612670516 +00:00 Epoch 442: Training Loss: 0.03577603834202298, Validation Loss: 0.03320577246362555
2024-07-30 19:48:55.331355659 +00:00 Epoch 443: Training Loss: 0.03569624538144896, Validation Loss: 0.03312836363365484
2024-07-30 19:48:56.046837874 +00:00 Epoch 444: Training Loss: 0.03561682773149118, Validation Loss: 0.03305131905966873
2024-07-30 19:48:56.764048936 +00:00 Epoch 445: Training Loss: 0.035537772009892145, Validation Loss: 0.032974605513181224
2024-07-30 19:48:57.484597795 +00:00 Epoch 446: Training Loss: 0.035459098710221786, Validation Loss: 0.03289823175915045
2024-07-30 19:48:58.204834543 +00:00 Epoch 447: Training Loss: 0.035380787418048655, Validation Loss: 0.03282217535519741
2024-07-30 19:48:58.920442154 +00:00 Epoch 448: Training Loss: 0.03530284377502958, Validation Loss: 0.032746466494751006
2024-07-30 19:48:59.640530371 +00:00 Epoch 449: Training Loss: 0.035225271915968547, Validation Loss: 0.03267100327829296
2024-07-30 19:49:00.365525509 +00:00 Epoch 450: Training Loss: 0.035148047075653874, Validation Loss: 0.03259576703242957
2024-07-30 19:49:01.083535812 +00:00 Epoch 451: Training Loss: 0.035071154105815794, Validation Loss: 0.03252077145573108
2024-07-30 19:49:01.801929291 +00:00 Epoch 452: Training Loss: 0.03499462145353672, Validation Loss: 0.032446087853105834
2024-07-30 19:49:02.521800937 +00:00 Epoch 453: Training Loss: 0.034918454257683314, Validation Loss: 0.03237180000244582
2024-07-30 19:49:03.235301084 +00:00 Epoch 454: Training Loss: 0.034842654507703116, Validation Loss: 0.03229786389064612
2024-07-30 19:49:03.952384282 +00:00 Epoch 455: Training Loss: 0.03476717031878504, Validation Loss: 0.032224238075185284
2024-07-30 19:49:04.672549451 +00:00 Epoch 456: Training Loss: 0.03469200586857221, Validation Loss: 0.03215094153133071
2024-07-30 19:49:05.392425895 +00:00 Epoch 457: Training Loss: 0.03461716057699282, Validation Loss: 0.03207793698204963
2024-07-30 19:49:06.110121375 +00:00 Epoch 458: Training Loss: 0.03454264460987298, Validation Loss: 0.032005215465590604
2024-07-30 19:49:06.831223197 +00:00 Epoch 459: Training Loss: 0.034468445702472955, Validation Loss: 0.03193269533016211
2024-07-30 19:49:07.547670869 +00:00 Epoch 460: Training Loss: 0.03439456510717092, Validation Loss: 0.03186045125502957
2024-07-30 19:49:08.267659188 +00:00 Epoch 461: Training Loss: 0.03432097856492795, Validation Loss: 0.03178846931754247
2024-07-30 19:49:08.984509613 +00:00 Epoch 462: Training Loss: 0.03424769188566058, Validation Loss: 0.03171674775928776
2024-07-30 19:49:09.707942400 +00:00 Epoch 463: Training Loss: 0.03417469708780688, Validation Loss: 0.03164528898593807
2024-07-30 19:49:10.425586058 +00:00 Epoch 464: Training Loss: 0.03410198999096003, Validation Loss: 0.03157409201628924
2024-07-30 19:49:11.145872992 +00:00 Epoch 465: Training Loss: 0.03402955911480999, Validation Loss: 0.03150315757115672
2024-07-30 19:49:11.863338811 +00:00 Epoch 466: Training Loss: 0.03395739502427571, Validation Loss: 0.031432487905852624
2024-07-30 19:49:12.589509740 +00:00 Epoch 467: Training Loss: 0.033885512440678375, Validation Loss: 0.031362032791755645
2024-07-30 19:49:13.313320675 +00:00 Epoch 468: Training Loss: 0.033813877265613954, Validation Loss: 0.031291759223400925
2024-07-30 19:49:14.038862847 +00:00 Epoch 469: Training Loss: 0.03374247555360937, Validation Loss: 0.03122155851435497
2024-07-30 19:49:14.757228562 +00:00 Epoch 470: Training Loss: 0.03367132228401436, Validation Loss: 0.03115153257637989
2024-07-30 19:49:15.496036251 +00:00 Epoch 471: Training Loss: 0.03360044050033919, Validation Loss: 0.031081724594342063
2024-07-30 19:49:16.215684530 +00:00 Epoch 472: Training Loss: 0.03352983300251628, Validation Loss: 0.03101216940511245
2024-07-30 19:49:16.944793283 +00:00 Epoch 473: Training Loss: 0.03345950720010789, Validation Loss: 0.030942888169938402
2024-07-30 19:49:17.662686397 +00:00 Epoch 474: Training Loss: 0.0333894679751031, Validation Loss: 0.030873837906411326
2024-07-30 19:49:18.390282187 +00:00 Epoch 475: Training Loss: 0.03331970649488255, Validation Loss: 0.030805025968739113
2024-07-30 19:49:19.123597484 +00:00 Epoch 476: Training Loss: 0.033250218261755025, Validation Loss: 0.030736526164961628
2024-07-30 19:49:19.857574545 +00:00 Epoch 477: Training Loss: 0.03318101535158468, Validation Loss: 0.03066827511691868
2024-07-30 19:49:20.586933521 +00:00 Epoch 478: Training Loss: 0.03311208872953104, Validation Loss: 0.03060024903578095
2024-07-30 19:49:21.312602401 +00:00 Epoch 479: Training Loss: 0.03304346055247432, Validation Loss: 0.03053251206232752
2024-07-30 19:49:22.037426972 +00:00 Epoch 480: Training Loss: 0.032975128067599266, Validation Loss: 0.030465016990345817
2024-07-30 19:49:22.769732392 +00:00 Epoch 481: Training Loss: 0.03290707224987559, Validation Loss: 0.0303978336575975
2024-07-30 19:49:23.488930415 +00:00 Epoch 482: Training Loss: 0.03283930575007044, Validation Loss: 0.030330867763825493
2024-07-30 19:49:24.219831175 +00:00 Epoch 483: Training Loss: 0.032771828290236865, Validation Loss: 0.030264130549353393
2024-07-30 19:49:24.941912932 +00:00 Epoch 484: Training Loss: 0.03270460872794405, Validation Loss: 0.03019761065491181
2024-07-30 19:49:25.681476228 +00:00 Epoch 485: Training Loss: 0.03263766171950229, Validation Loss: 0.030131318457499775
2024-07-30 19:49:26.404517435 +00:00 Epoch 486: Training Loss: 0.03257098713956053, Validation Loss: 0.030065268145477927
2024-07-30 19:49:27.152946283 +00:00 Epoch 487: Training Loss: 0.032504589916403835, Validation Loss: 0.029999481768628874
2024-07-30 19:49:27.887356775 +00:00 Epoch 488: Training Loss: 0.03243848187984754, Validation Loss: 0.029933994224229616
2024-07-30 19:49:28.602675297 +00:00 Epoch 489: Training Loss: 0.0323726574076611, Validation Loss: 0.02986873322513574
2024-07-30 19:49:29.317406099 +00:00 Epoch 490: Training Loss: 0.03230709432595988, Validation Loss: 0.029803686667122485
2024-07-30 19:49:30.037169802 +00:00 Epoch 491: Training Loss: 0.03224180991041383, Validation Loss: 0.02973888179863422
2024-07-30 19:49:30.754665091 +00:00 Epoch 492: Training Loss: 0.03217680366954157, Validation Loss: 0.02967434070056201
2024-07-30 19:49:31.476033729 +00:00 Epoch 493: Training Loss: 0.03211208160300892, Validation Loss: 0.02960998250204517
2024-07-30 19:49:32.197435544 +00:00 Epoch 494: Training Loss: 0.03204763203237955, Validation Loss: 0.029545910454122287
2024-07-30 19:49:32.917804601 +00:00 Epoch 495: Training Loss: 0.03198344345977627, Validation Loss: 0.029482081212808493
2024-07-30 19:49:33.637878719 +00:00 Epoch 496: Training Loss: 0.03191954369226395, Validation Loss: 0.02941845954527276
2024-07-30 19:49:34.358900187 +00:00 Epoch 497: Training Loss: 0.031855924718809124, Validation Loss: 0.029355126143407455
2024-07-30 19:49:35.074136111 +00:00 Epoch 498: Training Loss: 0.0317925893255591, Validation Loss: 0.029292107611529606
2024-07-30 19:49:35.793706869 +00:00 Epoch 499: Training Loss: 0.03172953650208814, Validation Loss: 0.029229399077181868
2024-07-30 19:49:36.511603468 +00:00 Epoch 500: Training Loss: 0.03166677055396292, Validation Loss: 0.02916698637201376
