1bd9ddd50414715d10079b7f1d021fc7ec46c34a
Using arguments Cli { command: Build(BuildArgs { model_type: Regressor(RegressorArgs { labels: None, params: GenericBuildParams { degree: 3, num_coefficients: 4, hidden_layer_sizes: Some([6, 4, 1]), training_parameters: TrainArgs { data_file: "/tmp/tmp.tC5vR1xjvb.json", num_epochs: 500, knot_update_interval: 100, knot_adaptivity: 0.1, learning_rate: 0.001, knot_extension_targets: Some([10, 20, 50]), knot_extension_times: Some([50, 100, 250]), validate_each_epoch: true, validation_split: 0.2, model_output_file: None, no_save: true } } }) }), log_output: true, num_threads: None }
Thread count not specified. Using 8 threads
Loading regression data from file: "/tmp/tmp.tC5vR1xjvb.json"
creating validation set
Data loaded. Training: 80000, Validation: 20000
2024-07-30 21:44:32.015622351 +00:00 Epoch 446: Training Loss: 12.571706992751551, Validation Loss: 5.349327607891971
2024-07-30 21:44:48.966990390 +00:00 Epoch 447: Training Loss: 12.571686959640253, Validation Loss: 5.349595530707549
2024-07-30 21:45:06.162752644 +00:00 Epoch 448: Training Loss: 12.57143089979788, Validation Loss: 5.349267945689146
2024-07-30 21:45:23.102777854 +00:00 Epoch 449: Training Loss: 12.57140161521874, Validation Loss: 5.349549934497567
2024-07-30 21:45:39.937509925 +00:00 Epoch 450: Training Loss: 12.570968348677827, Validation Loss: 5.349271511228208
2024-07-30 21:45:57.128793881 +00:00 Epoch 451: Training Loss: 12.571367543527682, Validation Loss: 5.349520925532044
2024-07-30 21:46:14.317257370 +00:00 Epoch 452: Training Loss: 12.571098415931024, Validation Loss: 5.349186754221525
2024-07-30 21:46:31.322313975 +00:00 Epoch 453: Training Loss: 12.570990704419444, Validation Loss: 5.349443144716505
2024-07-30 21:46:48.348016260 +00:00 Epoch 454: Training Loss: 12.57070128601025, Validation Loss: 5.349094483387496
2024-07-30 21:47:05.364056329 +00:00 Epoch 455: Training Loss: 12.57067140218385, Validation Loss: 5.349367868731337
2024-07-30 21:47:22.456802495 +00:00 Epoch 456: Training Loss: 12.569913727799054, Validation Loss: 5.349089177980119
2024-07-30 21:47:39.511117326 +00:00 Epoch 457: Training Loss: 12.569685083711637, Validation Loss: 5.349400987686205
2024-07-30 21:47:56.712105320 +00:00 Epoch 458: Training Loss: 12.56923549654386, Validation Loss: 5.348848076930129
2024-07-30 21:48:13.941997891 +00:00 Epoch 459: Training Loss: 12.569065095774468, Validation Loss: 5.349195534104578
2024-07-30 21:48:30.959395895 +00:00 Epoch 460: Training Loss: 12.568648159278696, Validation Loss: 5.3487492342978875
2024-07-30 21:48:48.067219019 +00:00 Epoch 461: Training Loss: 12.568650902825592, Validation Loss: 5.349101900326488
2024-07-30 21:49:05.319715632 +00:00 Epoch 462: Training Loss: 12.568166000459348, Validation Loss: 5.3486212706804785
2024-07-30 21:49:22.560708607 +00:00 Epoch 463: Training Loss: 12.568252908266413, Validation Loss: 5.34897501356134
2024-07-30 21:49:40.027476607 +00:00 Epoch 464: Training Loss: 12.568154025655085, Validation Loss: 5.348489445312766
2024-07-30 21:49:57.188558817 +00:00 Epoch 465: Training Loss: 12.568134413978871, Validation Loss: 5.348707667853816
2024-07-30 21:50:14.201774212 +00:00 Epoch 466: Training Loss: 12.567762599939217, Validation Loss: 5.3483006203707015
2024-07-30 21:50:31.528118171 +00:00 Epoch 467: Training Loss: 12.567857318896312, Validation Loss: 5.348667137012397
2024-07-30 21:50:48.954285602 +00:00 Epoch 468: Training Loss: 12.567486709829652, Validation Loss: 5.348175005709743
2024-07-30 21:51:06.306700001 +00:00 Epoch 469: Training Loss: 12.567569228503674, Validation Loss: 5.3485688000833616
2024-07-30 21:51:23.523963243 +00:00 Epoch 470: Training Loss: 12.567209771260417, Validation Loss: 5.348071256056202
2024-07-30 21:51:40.668910642 +00:00 Epoch 471: Training Loss: 12.567294128949198, Validation Loss: 5.348484086709116
2024-07-30 21:51:57.949931175 +00:00 Epoch 472: Training Loss: 12.56692724677648, Validation Loss: 5.3479842613918365
2024-07-30 21:52:15.019751823 +00:00 Epoch 473: Training Loss: 12.56701642674542, Validation Loss: 5.348406635741837
2024-07-30 21:52:32.073982577 +00:00 Epoch 474: Training Loss: 12.566652876430892, Validation Loss: 5.347900249434929
2024-07-30 21:52:49.224797517 +00:00 Epoch 475: Training Loss: 12.566749288372096, Validation Loss: 5.34833479643318
2024-07-30 21:53:06.518680871 +00:00 Epoch 476: Training Loss: 12.566380270895813, Validation Loss: 5.34782173962926
2024-07-30 21:53:23.909449463 +00:00 Epoch 477: Training Loss: 12.566482801307824, Validation Loss: 5.348264040005879
2024-07-30 21:53:41.360154172 +00:00 Epoch 478: Training Loss: 12.566112264296086, Validation Loss: 5.347743472221982
2024-07-30 21:53:58.791994612 +00:00 Epoch 479: Training Loss: 12.566220245478537, Validation Loss: 5.3481922572282645
2024-07-30 21:54:15.822303229 +00:00 Epoch 480: Training Loss: 12.565848221363057, Validation Loss: 5.347664556820471
2024-07-30 21:54:33.002088352 +00:00 Epoch 481: Training Loss: 12.56595767017534, Validation Loss: 5.348117024389752
2024-07-30 21:54:50.359240636 +00:00 Epoch 482: Training Loss: 12.56558688632296, Validation Loss: 5.347583066919339
2024-07-30 21:55:07.648521013 +00:00 Epoch 483: Training Loss: 12.565696201293926, Validation Loss: 5.348039673793903
2024-07-30 21:55:24.888692284 +00:00 Epoch 484: Training Loss: 12.56532791342081, Validation Loss: 5.347500665264804
2024-07-30 21:55:42.310682931 +00:00 Epoch 485: Training Loss: 12.565436460414755, Validation Loss: 5.347960874979604
2024-07-30 21:55:59.489090659 +00:00 Epoch 486: Training Loss: 12.565071919321674, Validation Loss: 5.3474167233818175
2024-07-30 21:56:18.430366627 +00:00 Epoch 487: Training Loss: 12.565178735997964, Validation Loss: 5.347883338490504
2024-07-30 21:56:35.589871614 +00:00 Epoch 488: Training Loss: 12.564816733804268, Validation Loss: 5.347331548380554
2024-07-30 21:56:52.755446434 +00:00 Epoch 489: Training Loss: 12.564924521961423, Validation Loss: 5.347810352031181
2024-07-30 21:57:09.858047789 +00:00 Epoch 490: Training Loss: 12.56456417557902, Validation Loss: 5.347251334163332
2024-07-30 21:57:26.927994578 +00:00 Epoch 491: Training Loss: 12.564669260735656, Validation Loss: 5.347742794516547
2024-07-30 21:57:44.147133436 +00:00 Epoch 492: Training Loss: 12.564309824581803, Validation Loss: 5.347182497746863
2024-07-30 21:58:01.217394466 +00:00 Epoch 493: Training Loss: 12.564409501598764, Validation Loss: 5.347681205030459
2024-07-30 21:58:18.394386416 +00:00 Epoch 494: Training Loss: 12.56405489957171, Validation Loss: 5.34712339172531
2024-07-30 21:58:35.636282348 +00:00 Epoch 495: Training Loss: 12.564147518655238, Validation Loss: 5.347626176616127
2024-07-30 21:58:53.012625804 +00:00 Epoch 496: Training Loss: 12.56380369680562, Validation Loss: 5.347065282075688
2024-07-30 21:59:10.392809519 +00:00 Epoch 497: Training Loss: 12.563892028944569, Validation Loss: 5.347578736729116
2024-07-30 21:59:27.796299841 +00:00 Epoch 498: Training Loss: 12.563555170421633, Validation Loss: 5.3470108173933575
2024-07-30 21:59:45.059402013 +00:00 Epoch 499: Training Loss: 12.563637610695885, Validation Loss: 5.347535387127344
2024-07-30 22:00:02.303141206 +00:00 Epoch 500: Training Loss: 12.563306189577663, Validation Loss: 5.346962823140881
